Full_Name,Email,Age,Region,Salary,City
jaNe johnSON,jane.johnson_8737@example.com,55,,111996,London
aNNA johNson,anna.johnson_5786@example.com,20,South,118100,Bangalore
BoB wiLliaMs,bob.williams_1537@example.com,31,West,53596,Tokyo
eMILy johNsoN,emily.johnson_1942@example.com,20,West,55824,Tokyo
emILy joNEs,emily.jones_2799@example.com,23,West,52921,Toronto
Bob JOhnSON,bob.johnson_6506@example.com,31,,108784,Tokyo
Anna DAVIS,anna.davis_6250@example.com,51,,108937,Berlin
cHRis WillIAMs,chris.williams_5332@example.com,29,North,69431,Tokyo
jOHN dAvIs,john.davis_1730@example.com,60,West,103001,Tokyo
miKe daVIS,mike.davis_7770@example.com,32,East,37371,New York
JohN dAvIs,john.davis_6632@example.com,31,South,87524,Toronto
Jane JoNeS,jane.jones_5936@example.com,37 years,North,115337,Sydney
jANE johnsoN,jane.johnson_1151@example.com,36,North,78443,Bangalore
CHRIS JONEs,chris.jones_7739@example.com,19,East,88329,Mumbai
EmilY jONeS,emily.jones_2940@example.com,46,,50926,New York
alIce miLLer,alice.miller_4792@example.com,52,East,63098,London
anna brOwN,anna.brown_9893@example.com,25,,88566,Mumbai
chRiS JohnsON,chris.johnson_3332@example.com,56,East,88178,Berlin
JaNE jOnEs,jane.jones_9881@example.com,49,,62943,Bangalore
miKE johNSON,mike.johnson_4743@example.com,30,,35837,London
chrIs DavIS,chris.davis_8860@example.com,21,,71071,Toronto
jaNe GArCIA,jane.garcia_2087@example.com,32,West,41830,Toronto
aNNA gArCia,anna.garcia_2278@example.com,27,East,36493,Tokyo
bOb jonES,bob.jones_4853@example.com,36,North,65742,Tokyo
ANnA DAvIs,anna.davis_8426@example.com,40,North,89806,Mumbai
jaNE joNeS,jane.jones_7990@example.com,44,South,104598,Tokyo
EMIly gArCiA,emily.garcia_2626@example.com,37,,76652,New York
mIKe BrowN,mike.brown_5198@example.com,20,North,100061,Sydney
cHRIs gaRCiA,chris.garcia_8509@example.com,38,,73192,Toronto
anna Jones,anna.jones_2530@example.com,44,South,82879,Mumbai
mike jONes,mike.jones_7574@example.com,52,,55521,Toronto
EMiLy williAmS,emily.williams_4578@example.com,39,West,30893,Bangalore
JAnE johNSON,jane.johnson_2026@example.com,22 years,South,31959,Toronto
aLiCe smIth,alice.smith_9638@example.com,42,East,85263 USD,Sydney
EmilY BrowN,emily.brown_3883@example.com,44,West,98296,London
ChriS GarCIa,chris.garcia_6111@example.com,22,,61396,Sydney
MiKE DavIS,mike.davis_3082@example.com,39,East,30907,Mumbai
JANE wILLIAMS,jane.williams_5116@example.com,35,,92474,Toronto
JanE SMITH,jane.smith_4636@example.com,60,,98033,Sydney
mIKE GArcia,mike.garcia_5827@example.com,54,,43430,Tokyo
john BrOwn,john.brown_7550@example.com,43,,66430,London
mIKE MiLlEr,mike.miller_9487@example.com,42 years,West,62994,Sydney
JOHN dAVIS,john.davis_9035@example.com,20,East,62032,Bangalore
JANe GARCiA,jane.garcia_5140@example.com,38,,65871,Sydney
Anna JOhnsoN,anna.johnson_4429@example.com,56,,53354 USD,Berlin
jAne mIllEr,jane.miller_2428@example.com,59,,94607,New York
JoHn browN,john.brown_4492@example.com,38 years,South,31521,Bangalore
aNna smItH,anna.smith_3058@example.com,51,South,118432,Sydney
chRis JoNes,chris.jones_2809@example.com,25,West,88888,Sydney
AlIce WilliAMs,alice.williams_9138@example.com,46,East,50594,Mumbai
jOhn dAvIs,john.davis_7183@example.com,29,East,114968,Sydney
MiKe JoHNsON,mike.johnson_5355@example.com,56,East,"$102,358",Bangalore
BOb dAVis,bob.davis_3402@example.com,49,West,79769,Berlin
joHn smItH,john.smith_2359@example.com,32,North,107934,Sydney
aNna johnsOn,anna.johnson_2419@example.com,57,North,55310 USD,Bangalore
JohN SmITH,john.smith_8673@example.com,29,,"$35,851",Sydney
emILY JOneS,emily.jones_9533@example.com,51,,60164,Tokyo
bOb DAVIS,bob.davis_7099@example.com,56,West,82666,Tokyo
CHRIS SMITh,chris.smith_8598@example.com,22,,67642,Bangalore
JohN joHnSOn,john.johnson_9612@example.com,33,,90561,Bangalore
bOB GaRCiA,bob.garcia_3983@example.com,29,,111577,London
BoB wilLiAms,bob.williams_7851@example.com,23,,116910,London
mIKe brOwn,mike.brown_5861@example.com,59,West,87681,Tokyo
bOB brOWN,bob.brown_2311@example.com,39,North,71677,Sydney
Mike sMIth,mike.smith_7248@example.com,34,South,111615,Sydney
CHRIs miLlER,chris.miller_8929@example.com,40,North,50997,London
ChrIS JoHNsOn,chris.johnson_7259@example.com,19,East,39461,Toronto
JAne miLLer,jane.miller_4727@example.com,19,,110707,Tokyo
alIcE dAVIS,alice.davis_7760@example.com,28,North,89503,Sydney
mIkE GARcIA,mike.garcia_7636@example.com,42,South,109942,Toronto
EmiLy gaRCIA,emily.garcia_3839@example.com,26,East,118037,Bangalore
cHrIS JoNES,chris.jones_1887@example.com,46,,100643,Mumbai
Bob BRoWN,bob.brown_8756@example.com,47,,64417 USD,Berlin
AnnA MiLlEr,anna.miller_5343@example.com,21,South,117413 USD,Berlin
BOB JohnsON,bob.johnson_5370@example.com,28,,"$41,903",New York
JOHn WILLiamS,john.williams_1392@example.com,41,West,114539,Mumbai
Jane SmiTH,jane.smith_6786@example.com,18,North,115983 USD,New York
JOHN BRoWN,john.brown_8403@example.com,19,East,35565 USD,Toronto
JohN JohNsOn,john.johnson_3310@example.com,31,,109115,Tokyo
Bob JonES,bob.jones_1598@example.com,31,North,35617,Mumbai
EmILY MilLER,emily.miller_5120@example.com,22,,74614,New York
bOb MILler,bob.miller_8052@example.com,50,,50476,Berlin
joHn WiLliAMS,john.williams_8792@example.com,50,East,40809,Berlin
chriS smith,chris.smith_6573@example.com,48,,66571,London
bob dAvIS,bob.davis_6018@example.com,47,South,117342,Bangalore
bOb garCiA,bob.garcia_5142@example.com,26,East,"$117,667",Berlin
BOB joneS,bob.jones_8894@example.com,60,South,91633,Sydney
JaNe WILLiamS,jane.williams_1772@example.com,58,West,72913,Bangalore
JANE JoNES,jane.jones_3155@example.com,28,North,66282,Bangalore
MiKe DAVIs,mike.davis_8665@example.com,56,North,52991,Berlin
Jane gaRcIA,jane.garcia_2704@example.com,44,East,45290,Mumbai
JAne mILler,jane.miller_8405@example.com,19,South,52899,Toronto
Jane garciA,jane.garcia_1436@example.com,26,,50838,Tokyo
eMily GarCIa,emily.garcia_3071@example.com,35,West,114590 USD,Tokyo
jANE bROwN,jane.brown_8416@example.com,27,North,"$80,573",Mumbai
miKe mILleR,mike.miller_9347@example.com,28,West,38550,Mumbai
MiKe GArCia,mike.garcia_9023@example.com,58,,108580,New York
eMILY miLlEr,emily.miller_9320@example.com,50,North,53491,Toronto
JaNE WilLIamS,jane.williams_3746@example.com,23,,59531,Tokyo
ANnA GarciA,anna.garcia_5930@example.com,49 years,East,101545,New York
JohN WILlIAMs,john.williams_1920@example.com,28,North,76243,New York
EmIly bRoWn,emily.brown_7759@example.com,45,,76892,Toronto
aLice BroWN,alice.brown_1562@example.com,59,West,85208 USD,Tokyo
ALicE jOHnSOn,alice.johnson_1792@example.com,20,,107941,Berlin
ChRIs GArCIa,chris.garcia_4106@example.com,51,East,69679,Sydney
CHRIS johnSoN,chris.johnson_4107@example.com,43,East,41823,Mumbai
emily sMITh,emily.smith_1398@example.com,25,North,99295,New York
AnNA BrOWn,anna.brown_8587@example.com,49,North,96637,London
EmIly MILlEr,emily.miller_6596@example.com,32,North,108039,Mumbai
cHris bROwN,chris.brown_1728@example.com,40,East,47175,Berlin
JANe BROWN,jane.brown_7710@example.com,32,North,97153,Mumbai
CHRis joNES,chris.jones_7533@example.com,26,,33812,London
MIkE wiLLiams,mike.williams_7714@example.com,48,,114472,Sydney
aNna JohNsOn,anna.johnson_2679@example.com,18,South,108416,Toronto
AnnA WiLLIaMs,anna.williams_7931@example.com,40,,43443,Toronto
cHrIS davIs,chris.davis_5131@example.com,18,South,86072,Tokyo
CHrIs MILlER,chris.miller_1923@example.com,34,East,71129,Berlin
ChriS WilliAMs,chris.williams_6039@example.com,36,West,80417,London
ANNa MilLEr,anna.miller_6242@example.com,51,East,40915,Bangalore
bOB Garcia,bob.garcia_8741@example.com,59,,114066,Tokyo
AlICe GaRCIA,alice.garcia_3883@example.com,36,West,115189,Tokyo
jOhN milLer,john.miller_4461@example.com,39,North,110464,Bangalore
janE bRoWn,jane.brown_6789@example.com,53 years,South,83560,Sydney
bOb JOHNsON,bob.johnson_5487@example.com,60,,"$43,567",Berlin
aNna gArCia,anna.garcia_7787@example.com,20,East,65157,Tokyo
AnnA BrowN,anna.brown_2239@example.com,27,East,60033,Sydney
eMily MILLER,emily.miller_5299@example.com,38,West,51567,Mumbai
anNA MILleR,anna.miller_1418@example.com,48,West,67094,New York
jANe mILLER,jane.miller_3591@example.com,58,North,114064,Mumbai
BoB jOnES,bob.jones_1694@example.com,27,,89108,London
ANNa JoNes,anna.jones_7794@example.com,26,East,47440,Berlin
cHris joNES,chris.jones_6451@example.com,48,,33999 USD,Bangalore
EMIly GArciA,emily.garcia_4255@example.com,19,South,114264,Sydney
chriS dAviS,chris.davis_6952@example.com,50,West,74135,Sydney
Jane Brown,jane.brown_5600@example.com,56,South,58464,Sydney
janE dAViS,jane.davis_5058@example.com,49,South,64748,Mumbai
chris broWN,chris.brown_5235@example.com,20,West,88501,Berlin
ANNA JOHnson,anna.johnson_9693@example.com,28,North,"$108,904",New York
aLicE BrOWn,alice.brown_3468@example.com,58,East,"$56,030",Bangalore
chRiS SmIth,chris.smith_9746@example.com,60,South,30845,Sydney
jAnE GarCIA,jane.garcia_4081@example.com,25,East,88287,Toronto
BOB GArCiA,bob.garcia_1929@example.com,18,North,35769,Mumbai
JoHN dAVIs,john.davis_2826@example.com,29,East,56287,London
MiKe MIlLER,mike.miller_4162@example.com,22,West,51846,Sydney
EMIly wILLiams,emily.williams_4511@example.com,59,,60206,Mumbai
chRIS bRowN,chris.brown_3863@example.com,58,,46552,Berlin
aLice wiLliAms,alice.williams_1914@example.com,55,,92600,Bangalore
jaNE JOHnsoN,jane.johnson_4790@example.com,31,East,88337,London
JANE JONes,jane.jones_7378@example.com,41,,63666,London
jOHN jOHNSOn,john.johnson_5184@example.com,20,,88923,Berlin
chriS joHnSOn,chris.johnson_7580@example.com,28,,89355,Bangalore
bob sMiTh,bob.smith_7186@example.com,50,West,50552,Tokyo
mIke BrOWn,mike.brown_4375@example.com,48,,97874,Bangalore
jaNe BRown,jane.brown_4909@example.com,38,,66862,Mumbai
mIKe DaVis,mike.davis_1682@example.com,25,West,75976,Bangalore
chRIs joHNsON,chris.johnson_3671@example.com,44,West,108901,Berlin
AliCE SMith,alice.smith_6567@example.com,23 years,,91276,Tokyo
alICe WilLiaMs,alice.williams_4930@example.com,25,West,35162,Toronto
MIKE SmIth,mike.smith_8664@example.com,37,East,47974,Bangalore
chrIS bROWn,chris.brown_2245@example.com,49,,95727,Sydney
anNa davIs,anna.davis_1272@example.com,38,North,104595,Toronto
aNNA dAViS,anna.davis_7549@example.com,24,North,97810,Sydney
JANe daviS,jane.davis_4127@example.com,44,East,38975,Bangalore
boB GArCIa,bob.garcia_8555@example.com,41,West,107288,London
ChrIs browN,chris.brown_7030@example.com,23,South,71096,Tokyo
aNna jOnes,anna.jones_2351@example.com,28,North,42997,London
AlicE broWN,alice.brown_6398@example.com,60 years,North,33984,Sydney
AnNa WILliamS,anna.williams_6312@example.com,51,,40395,Sydney
chRis davIs,chris.davis_2537@example.com,33,North,35697,Toronto
bob WILliams,bob.williams_7462@example.com,48,North,115749 USD,Bangalore
aLiCe joNEs,alice.jones_6205@example.com,38,North,31993,Tokyo
aNnA davIs,anna.davis_3017@example.com,41 years,,92925,Sydney
JANe smITh,jane.smith_5382@example.com,34,West,77821,Tokyo
EMILY jonES,emily.jones_9344@example.com,49,,40018,New York
alicE BRown,alice.brown_8536@example.com,32,South,118327,Toronto
ALicE daviS,alice.davis_9217@example.com,53,South,83599,Toronto
Mike broWN,mike.brown_3116@example.com,60,East,64962,New York
BoB smIth,bob.smith_5758@example.com,60,West,97482,Sydney
ChrIS WILLIAMS,chris.williams_6422@example.com,52,East,46640,Bangalore
EMILY broWN,emily.brown_7307@example.com,52,,93084,Sydney
JoHN bRowN,john.brown_9379@example.com,50,South,103169,Bangalore
chRIs bROwn,chris.brown_8521@example.com,19,West,108409,Mumbai
Alice SMiTH,alice.smith_5584@example.com,36,West,117499,Toronto
AlicE MILlEr,alice.miller_4156@example.com,43,East,76394,Bangalore
alICE joNEs,alice.jones_3895@example.com,32,,104437,Tokyo
CHRIs BROWN,chris.brown_6074@example.com,31,West,66655,Mumbai
jANE bROwn,jane.brown_2815@example.com,32,East,116537,Berlin
MIKe bROwn,mike.brown_2070@example.com,39 years,North,61818,New York
JanE wiLLIAMs,jane.williams_7766@example.com,37,East,41594,London
JOhn wILLiamS,john.williams_4870@example.com,43,West,112424,Sydney
johN wILLiamS,john.williams_5955@example.com,47,,64284,Toronto
Mike DavIs,mike.davis_5612@example.com,18,,51314,Bangalore
ANNa willIaMS,anna.williams_9562@example.com,33,,58741,London
boB garCia,bob.garcia_6990@example.com,21,,100211,Toronto
mikE JOnES,mike.jones_3879@example.com,29,South,114170,Mumbai
ALice SmITH,alice.smith_3318@example.com,38,West,72860,Bangalore
aNna JoNes,anna.jones_8006@example.com,35,North,117531,Berlin
JAnE bRown,jane.brown_7487@example.com,44,North,104854,Sydney
JAnE jOHnsOn,jane.johnson_4232@example.com,30,South,68287,Toronto
annA BROwn,anna.brown_5650@example.com,39,East,116207,Sydney
ALICe WiLliAms,alice.williams_5455@example.com,54 years,,107792,Bangalore
aLicE GARcia,alice.garcia_2858@example.com,55,South,66514,Toronto
emILY sMIth,emily.smith_9378@example.com,19,West,102567,Tokyo
mIkE MilLeR,mike.miller_6365@example.com,55,North,114965,Sydney
john BrOwN,john.brown_2672@example.com,26,,86202,Mumbai
cHris smItH,chris.smith_2423@example.com,21,East,93599,New York
JoHN jONeS,john.jones_4024@example.com,58,West,54087,London
bOb BRown,bob.brown_2643@example.com,39,,59688,Sydney
cHRiS SMith,chris.smith_2508@example.com,20,,100816,Mumbai
emIly bRoWN,emily.brown_7188@example.com,35,West,48702,London
boB wILLIams,bob.williams_5331@example.com,22,,83396,Mumbai
chris gARcIA,chris.garcia_4723@example.com,52,,45044,Tokyo
MIKE dAvis,mike.davis_1110@example.com,46,,73492,Tokyo
eMilY GarCIA,emily.garcia_7301@example.com,58,East,87501,Tokyo
aNna DavIs,anna.davis_6925@example.com,23,,60016,Sydney
aNNa DAviS,anna.davis_3900@example.com,41,East,79116,Sydney
MiKe DAvis,mike.davis_1498@example.com,42,North,66901,Mumbai
eMIlY JOnEs,emily.jones_1057@example.com,18,West,"$84,678",Tokyo
jANe brOWn,jane.brown_1713@example.com,35,West,45245,Bangalore
MIKE gArCiA,mike.garcia_9167@example.com,19,South,102282 USD,Mumbai
eMIlY JOhnSoN,emily.johnson_9844@example.com,19,West,106937,Bangalore
janE JOhnSon,jane.johnson_7827@example.com,53 years,West,104522,New York
JAne sMITh,jane.smith_6679@example.com,31,,46747,Mumbai
JohN johNsOn,john.johnson_7401@example.com,43,,101408,Bangalore
MiKE gaRcIA,mike.garcia_1439@example.com,43,East,59726,London
joHN sMith,john.smith_7042@example.com,50,East,44724,Bangalore
aLICE gaRciA,alice.garcia_9916@example.com,35,,34286,Toronto
BoB smitH,bob.smith_7703@example.com,42 years,South,115728,London
BOB JOhnSon,bob.johnson_9258@example.com,32,South,59051,Sydney
BOB SmiTh,bob.smith_4978@example.com,33,East,82208,Tokyo
cHRiS broWN,chris.brown_8628@example.com,31,South,79784,Toronto
Anna WilLiAMs,anna.williams_8945@example.com,35,,62820,Tokyo
jOhn garCiA,john.garcia_3933@example.com,48,West,105810,Mumbai
ALiCe jOHnSON,alice.johnson_5948@example.com,28,West,105109,Bangalore
boB mIlLeR,bob.miller_4389@example.com,45,,98563,London
joHn JONes,john.jones_1099@example.com,28,West,68277,Mumbai
JaNe bROWn,jane.brown_6960@example.com,24,North,100792,Bangalore
cHRis GaRciA,chris.garcia_2675@example.com,36,West,97242,Berlin
BoB JOHNsON,bob.johnson_7253@example.com,28,North,79288,Mumbai
boB mILlER,bob.miller_1755@example.com,60,South,89431,Mumbai
CHRIs johnSON,chris.johnson_4009@example.com,26,,94724,London
AlICe brown,alice.brown_4857@example.com,23,,78600,Toronto
JoHn JOHnSON,john.johnson_1574@example.com,38,North,79547,Bangalore
ALiCE gArcia,alice.garcia_1609@example.com,19,South,113944,Toronto
EMILY JONEs,emily.jones_2872@example.com,24,,50180,Tokyo
boB davIS,bob.davis_7545@example.com,34,,101450,Tokyo
JoHn WiLLIAMs,john.williams_5538@example.com,39,East,88097,Bangalore
eMILY brOWn,emily.brown_9191@example.com,37,East,62112,Tokyo
CHRis JOHnsOn,chris.johnson_2398@example.com,45,East,32397,Tokyo
JOHN GarCIA,john.garcia_1307@example.com,44,,67176,London
MIKE dAVis,mike.davis_9227@example.com,26,,67307,Mumbai
AnNa BrOwn,anna.brown_2037@example.com,39,East,82398,Berlin
alice garCia,alice.garcia_7681@example.com,40,,80061,New York
bOb GArCIA,bob.garcia_1713@example.com,55,,112517,Berlin
anna JOHnSON,anna.johnson_5620@example.com,39,South,74700,Berlin
mIKE jONeS,mike.jones_7513@example.com,19,South,82547,Bangalore
bOB miLlEr,bob.miller_1053@example.com,22,,86046,Mumbai
Emily dAVis,emily.davis_6876@example.com,20,,117819,Mumbai
AlicE williAMs,alice.williams_6914@example.com,58 years,West,119289,Sydney
EMIlY JOHnSon,emily.johnson_1172@example.com,44,,63012,Bangalore
mIkE joHnSon,mike.johnson_6419@example.com,55,West,71278,London
AlIce miLlEr,alice.miller_6921@example.com,33,,47119,Berlin
mIKe BRown,mike.brown_7267@example.com,22 years,East,95086,Sydney
bOb gArCiA,bob.garcia_6974@example.com,38,West,103511,New York
JAnE sMIth,jane.smith_8966@example.com,46,East,83345,Berlin
JaNe daVIs,jane.davis_9436@example.com,38,,71993,Berlin
aLIce MilleR,alice.miller_3970@example.com,46,East,113005,London
cHRis gARcia,chris.garcia_2369@example.com,55,North,97569,Mumbai
cHRis jOHnSon,chris.johnson_2029@example.com,27,,45642,Mumbai
cHRIS MIlLer,chris.miller_6440@example.com,45,East,105024,Bangalore
bob GARCiA,bob.garcia_7079@example.com,21,West,117040,Tokyo
MIkE jONes,mike.jones_8591@example.com,51,East,73128,Berlin
CHrIs jONES,chris.jones_5604@example.com,55 years,East,47617,Berlin
boB sMItH,bob.smith_6779@example.com,57,East,98909,Sydney
JAnE wIllIAMs,jane.williams_5192@example.com,30,West,79880,Sydney
JanE miLLeR,jane.miller_5748@example.com,46,,60522,Bangalore
cHrIs bROwN,chris.brown_7546@example.com,54,,66765,Tokyo
BoB miLLeR,bob.miller_3547@example.com,40,North,53308,Tokyo
EMILY daviS,emily.davis_7616@example.com,24,West,83987,Sydney
Bob gaRCIA,bob.garcia_7578@example.com,30,South,82513,Berlin
Alice sMitH,alice.smith_4873@example.com,39,South,91479,Berlin
John JONeS,john.jones_5574@example.com,18,,74851,Sydney
EmIlY GARcia,emily.garcia_5584@example.com,42,North,58721,Mumbai
ALicE johNsoN,alice.johnson_4869@example.com,56,North,97171,Berlin
john Davis,john.davis_8363@example.com,55,West,34076,Toronto
mIke WiLliAms,mike.williams_3430@example.com,45,West,39316,Toronto
EMIlY SmITh,emily.smith_1596@example.com,52,North,82187,Mumbai
JohN wIlLIaMS,john.williams_6017@example.com,28,South,54657,Berlin
aliCe gARCia,alice.garcia_8032@example.com,26,West,58723,Tokyo
Emily BRoWN,emily.brown_6585@example.com,18,,48221,London
Chris JOHnsON,chris.johnson_5014@example.com,45,South,89859,London
Jane SMith,jane.smith_5059@example.com,31,West,52465 USD,New York
ANNA mIlLER,anna.miller_9693@example.com,60,,82134,New York
boB BrOWn,bob.brown_6577@example.com,59,West,"$100,789",New York
CHrIS MILleR,chris.miller_7617@example.com,33,North,97472,Toronto
JoHn mIlleR,john.miller_9561@example.com,22,,99495,Toronto
emilY smiTH,emily.smith_8706@example.com,36,South,63930,London
mike mIlLer,mike.miller_7574@example.com,18,North,92233,Bangalore
BOB gaRciA,bob.garcia_3236@example.com,36,,114784,Toronto
johN wIlLiAmS,john.williams_3846@example.com,56,West,113429,Bangalore
ANNa daVIs,anna.davis_6753@example.com,43,,113362,Tokyo
JaNe gaRCIA,jane.garcia_6863@example.com,41,,102689,Tokyo
bOB SmitH,bob.smith_2965@example.com,37,West,33774,London
AlIce jOHnSOn,alice.johnson_2064@example.com,22,East,50240,Toronto
BOb DaVIs,bob.davis_8340@example.com,40 years,North,66669,Berlin
ANna gArciA,anna.garcia_8679@example.com,40,West,55861,London
MiKE sMiTH,mike.smith_2756@example.com,43,West,69913,Bangalore
aliCE dAVIs,alice.davis_6313@example.com,50,,"$81,019",Toronto
bOb JOneS,bob.jones_6216@example.com,21,North,108552,Berlin
